payment_id,order_id,payment_method,payment_date,amount
3652,3652,Credit Card,2025-04-01 09:54:52,3945.23
3653,3653,Credit Card,2025-01-01 08:43:08,5.28
3654,3654,PayPal,2026-03-29 17:51:45,3945.15
3655,3655,PayPal,2024-12-23 23:21:52,1989.33
3656,3656,Cash,2025-06-19 15:07:31,1924.71
3657,3657,Bank Transfer,2024-09-22 05:57:08,4256.4
3658,3658,PayPal,2026-04-26 00:23:05,1686.9
3659,3659,PayPal,2026-07-21 03:23:02,1446.9
3660,3660,Cash,2026-03-28 14:03:53,189.84
3661,3661,Bank Transfer,2025-05-22 19:53:24,3848.8
3662,3662,PayPal,2025-08-19 03:19:30,4952.46
3663,3663,Bank Transfer,2024-09-23 12:00:54,3259.19
3664,3664,PayPal,2025-05-10 00:09:56,1279.18
3665,3665,Cash,2025-04-03 12:15:26,3539.66
3666,3666,PayPal,2025-04-29 05:32:42,488.83
3667,3667,Bank Transfer,2024-11-16 06:51:39,1812.61
3668,3668,PayPal,2025-09-25 23:12:19,1063.75
3669,3669,Credit Card,2024-09-11 21:17:05,1769.65
3670,3670,Credit Card,2025-08-15 03:33:19,1099.07
3671,3671,Cash,2025-04-13 00:32:10,488.66
3672,3672,Credit Card,2026-04-15 14:13:40,4130.16
3673,3673,Credit Card,2026-02-06 17:40:45,296.5
3674,3674,Cash,2025-08-19 04:29:33,191.6
3675,3675,Bank Transfer,2025-02-28 17:31:52,2516.12
3676,3676,Cash,2025-11-05 19:02:48,1671.11
3677,3677,Credit Card,2025-01-24 03:06:01,360.61
3678,3678,PayPal,2025-01-26 10:11:13,3120.27
3679,3679,Credit Card,2026-03-11 09:19:47,1055.02
3680,3680,Credit Card,2025-01-02 13:57:31,3221.47
3681,3681,Cash,2025-01-08 11:46:45,1536.88
3682,3682,PayPal,2024-08-11 12:08:12,1246.83
3683,3683,Bank Transfer,2025-03-25 19:47:28,1652.11
3684,3684,PayPal,2025-08-09 08:59:08,2042.93
3685,3685,Bank Transfer,2025-09-18 00:13:12,2546.27
3686,3686,Cash,2025-02-25 21:32:15,4791.22
3687,3687,PayPal,2026-01-25 08:54:37,1098.1
3688,3688,Cash,2025-05-19 21:56:22,1251.37
3689,3689,Bank Transfer,2026-08-03 10:54:19,2744.32
3690,3690,Credit Card,2025-05-18 12:03:53,1169.4
3691,3691,PayPal,2025-04-13 16:50:00,843.02
3692,3692,Bank Transfer,2024-10-29 00:57:32,1495.16
3693,3693,PayPal,2025-01-31 09:34:22,1365.44
3694,3694,Credit Card,2026-05-27 13:46:30,2219.9
3695,3695,PayPal,2024-08-23 21:11:15,3356.05
3696,3696,Cash,2026-01-27 10:19:53,852.48
3697,3697,PayPal,2024-12-24 13:02:43,829.18
3698,3698,PayPal,2026-07-21 09:26:50,2554.56
3699,3699,Credit Card,2026-04-13 00:44:27,71.0
3700,3700,Cash,2025-02-02 05:35:37,3498.14
3701,3701,Cash,2026-04-03 21:45:53,114.12
3702,3702,PayPal,2026-02-26 01:02:02,1133.72
3703,3703,PayPal,2025-01-08 19:16:45,577.88
3704,3704,Bank Transfer,2026-04-04 19:11:39,585.05
3705,3705,PayPal,2026-07-21 13:02:00,47.9
3706,3706,Credit Card,2024-08-26 11:14:02,1611.28
3707,3707,PayPal,2025-04-09 16:23:34,2759.2
3708,3708,PayPal,2025-11-20 04:53:11,1499.08
3709,3709,Cash,2026-01-27 01:12:37,3071.22
3710,3710,Credit Card,2026-03-03 23:45:57,4820.18
3711,3711,Cash,2024-10-24 20:36:52,1850.4
3712,3712,PayPal,2025-04-16 03:52:30,2670.34
3713,3713,Bank Transfer,2026-05-05 20:44:39,1686.59
3714,3714,Credit Card,2025-02-24 05:29:44,1758.46
3715,3715,PayPal,2024-11-18 03:13:06,556.77
3716,3716,Cash,2025-05-29 02:25:58,881.84
3717,3717,Bank Transfer,2026-07-29 19:35:12,2791.42
3718,3718,Credit Card,2025-06-30 02:20:09,2671.24
3719,3719,PayPal,2025-05-26 07:43:01,2054.48
3720,3720,Bank Transfer,2024-09-19 08:42:52,3289.17
3721,3721,Cash,2025-09-29 23:19:26,2469.65
3722,3722,PayPal,2025-03-22 10:27:47,1864.14
3723,3723,Cash,2026-01-16 13:16:05,1041.06
3724,3724,PayPal,2025-05-26 11:11:39,869.26
3725,3725,PayPal,2025-06-24 00:27:36,1138.74
3726,3726,Bank Transfer,2024-08-27 02:53:43,3285.8
3727,3727,Bank Transfer,2025-02-21 12:55:15,739.02
3728,3728,Cash,2025-06-05 11:52:15,310.71
3729,3729,PayPal,2025-04-16 15:52:21,2740.83
3730,3730,Bank Transfer,2026-06-25 17:21:47,1756.52
3731,3731,Cash,2024-10-19 23:50:21,1155.69
3732,3732,PayPal,2025-12-30 21:03:10,214.96
3733,3733,Bank Transfer,2024-09-10 20:34:47,1409.05
3734,3734,Credit Card,2025-01-08 16:31:40,3239.59
3735,3735,Cash,2025-06-14 07:31:45,2880.39
3736,3736,Bank Transfer,2025-08-14 16:55:23,3121.59
3737,3737,PayPal,2026-05-03 12:11:08,1141.04
3738,3738,Cash,2026-04-28 17:09:30,2476.33
3739,3739,Bank Transfer,2024-12-29 04:33:30,344.69
3740,3740,Credit Card,2025-07-26 08:49:13,1336.06
3741,3741,PayPal,2025-03-17 02:55:53,1860.7
3742,3742,PayPal,2026-01-03 10:02:32,1541.13
3743,3743,Cash,2025-08-31 08:32:13,2386.31
3744,3744,Credit Card,2025-10-31 10:39:00,235.32
3745,3745,Cash,2026-07-10 00:44:03,3140.34
3746,3746,Cash,2026-04-11 10:35:25,2896.75
3747,3747,PayPal,2026-05-06 04:38:22,1915.92
3748,3748,Cash,2026-01-05 00:19:33,309.51
3749,3749,Bank Transfer,2025-10-06 02:46:14,4458.83
3750,3750,Bank Transfer,2024-10-10 20:26:45,1859.12
3751,3751,Cash,2025-11-13 16:55:32,1731.81
3752,3752,PayPal,2024-11-21 05:18:36,1746.18
3753,3753,Bank Transfer,2026-05-24 05:01:04,1457.89
3754,3754,Credit Card,2026-06-06 04:15:03,2112.99
3755,3755,PayPal,2025-12-14 17:21:57,501.67
3756,3756,PayPal,2026-07-18 10:28:54,470.64
3757,3757,Credit Card,2024-12-29 17:04:33,2744.88
3758,3758,Cash,2025-07-20 22:26:25,2089.03
3759,3759,Bank Transfer,2025-07-07 11:13:23,139.1
3760,3760,Cash,2024-10-30 10:06:31,2038.96
3761,3761,Bank Transfer,2025-12-02 04:58:08,3493.85
3762,3762,Cash,2026-05-13 16:50:46,2068.96
3763,3763,Cash,2025-08-17 05:17:00,1817.13
3764,3764,Cash,2024-08-21 09:39:19,451.95
3765,3765,PayPal,2025-09-12 18:37:41,1554.12
3766,3766,Credit Card,2025-08-21 02:43:13,2053.32
3767,3767,Credit Card,2025-06-11 12:43:09,233.54
3768,3768,Bank Transfer,2026-03-07 14:22:26,3890.88
3769,3769,PayPal,2026-03-08 09:29:33,2845.06
3770,3770,Cash,2025-08-11 06:09:29,386.26
3771,3771,Cash,2024-09-28 18:55:48,1031.33
3772,3772,Cash,2025-01-28 08:11:53,1281.65
3773,3773,PayPal,2024-11-21 20:06:03,191.6
3774,3774,Bank Transfer,2026-01-14 06:23:18,1863.0
3775,3775,Credit Card,2025-12-26 22:48:56,1008.65
3776,3776,Cash,2026-06-19 13:44:56,1586.14
3777,3777,PayPal,2024-09-14 19:18:32,1688.37
3778,3778,Cash,2025-12-02 18:13:54,258.9
3779,3779,Credit Card,2024-10-21 10:01:41,4166.65
3780,3780,Credit Card,2026-05-30 02:15:20,1319.88
3781,3781,PayPal,2026-05-22 08:10:52,1048.91
3782,3782,Credit Card,2025-02-20 03:29:54,3445.99
3783,3783,Bank Transfer,2025-11-22 19:14:20,2968.27
3784,3784,Bank Transfer,2025-10-21 05:41:54,1716.69
3785,3785,Cash,2026-01-25 06:32:16,2691.3
3786,3786,Cash,2025-07-17 06:57:20,1816.82
3787,3787,Bank Transfer,2024-08-30 04:50:42,402.66
3788,3788,PayPal,2026-03-10 18:11:21,2206.5
3789,3789,Bank Transfer,2025-03-05 17:48:30,597.54
3790,3790,PayPal,2024-08-11 22:26:38,1981.61
3791,3791,Cash,2026-07-16 03:04:04,839.8
3792,3792,PayPal,2025-09-07 14:11:35,323.16
3793,3793,Cash,2024-11-24 17:44:15,3219.41
3794,3794,Cash,2024-10-15 02:18:10,964.56
3795,3795,Cash,2026-03-21 01:58:54,3381.48
3796,3796,Credit Card,2024-08-27 21:08:40,2305.22
3797,3797,Cash,2026-05-02 19:10:58,3992.58
3798,3798,Bank Transfer,2024-09-11 16:04:04,1963.96
3799,3799,Bank Transfer,2025-04-28 07:27:03,3427.96
3800,3800,PayPal,2025-08-08 02:15:22,1064.8
3801,3801,Cash,2026-07-19 21:02:23,309.51
3802,3802,Cash,2025-07-24 01:17:40,2610.88
3803,3803,Bank Transfer,2026-01-28 17:15:50,2322.86
3804,3804,Cash,2025-11-06 09:35:44,2388.93
3805,3805,Bank Transfer,2025-02-20 21:43:45,912.28
3806,3806,PayPal,2025-06-21 03:45:36,2203.95
3807,3807,Credit Card,2024-10-30 06:02:09,2105.66
3808,3808,Credit Card,2026-06-04 14:15:26,1217.01
3809,3809,Cash,2025-03-28 13:25:47,192.83
3810,3810,Bank Transfer,2025-08-26 20:08:48,2566.22
3811,3811,Cash,2025-09-23 10:32:05,2945.91
3812,3812,Credit Card,2025-09-28 13:12:23,43.92
3813,3813,Cash,2025-11-05 07:36:59,1877.52
3814,3814,PayPal,2024-12-19 06:00:40,2724.71
3815,3815,Bank Transfer,2025-05-16 23:41:39,531.52
3816,3816,Cash,2025-07-14 23:29:42,4225.9
3817,3817,Cash,2025-04-16 20:40:58,3029.92
3818,3818,Credit Card,2026-02-05 21:02:38,1467.37
3819,3819,Bank Transfer,2025-05-30 02:41:51,1725.74
3820,3820,Credit Card,2025-02-07 01:56:01,1420.84
3821,3821,Bank Transfer,2024-12-13 07:26:39,924.04
3822,3822,Credit Card,2024-09-04 22:06:07,2892.5
3823,3823,Credit Card,2025-09-15 05:14:12,1308.17
3824,3824,Cash,2024-11-18 08:06:19,733.31
3825,3825,Credit Card,2025-09-11 11:44:53,2375.96
3826,3826,Bank Transfer,2026-05-12 16:16:15,1564.93
3827,3827,Cash,2025-11-29 21:31:56,1585.7
3828,3828,Credit Card,2024-11-22 23:31:28,27.68
3829,3829,Credit Card,2025-06-06 09:21:42,426.6
3830,3830,PayPal,2026-05-23 08:03:01,701.23
3831,3831,Cash,2026-08-04 06:58:03,3209.51
3832,3832,Cash,2026-01-03 09:58:36,1851.51
3833,3833,PayPal,2024-10-07 02:59:39,1756.67
3834,3834,Cash,2024-12-03 17:45:05,1926.13
3835,3835,PayPal,2025-01-10 09:44:35,249.29
3836,3836,Bank Transfer,2025-08-21 22:17:13,1082.96
3837,3837,PayPal,2026-04-09 05:27:45,373.77
3838,3838,Credit Card,2024-12-11 00:20:39,292.7
3839,3839,PayPal,2024-08-28 18:26:23,2980.55
3840,3840,Credit Card,2026-07-22 20:40:33,2696.51
3841,3841,Bank Transfer,2024-08-25 03:34:13,1477.49
3842,3842,Bank Transfer,2025-11-25 03:53:38,992.77
3843,3843,Bank Transfer,2026-06-24 23:48:13,2751.41
3844,3844,Credit Card,2024-12-25 05:57:58,924.86
3845,3845,Cash,2025-03-11 20:27:01,2662.11
3846,3846,Bank Transfer,2025-08-15 05:12:10,64.72
3847,3847,Bank Transfer,2025-04-22 20:39:10,3216.78
3848,3848,Bank Transfer,2024-10-16 18:43:08,1998.95
3849,3849,PayPal,2026-04-15 04:08:31,4204.12
3850,3850,PayPal,2026-07-06 11:07:59,4141.92
3851,3851,Bank Transfer,2025-03-11 01:40:39,2756.97
3852,3852,Bank Transfer,2024-09-29 21:58:01,1299.58
3853,3853,PayPal,2024-11-16 02:12:48,2842.59
3854,3854,Credit Card,2026-01-19 12:29:29,358.2
3855,3855,Credit Card,2025-07-06 00:21:14,997.35
3856,3856,Bank Transfer,2024-10-18 10:34:54,1740.51
3857,3857,Cash,2025-06-13 19:43:22,820.77
3858,3858,PayPal,2025-08-10 05:12:12,2384.25
3859,3859,Credit Card,2024-09-29 10:39:20,1010.98
3860,3860,Credit Card,2024-10-02 03:49:40,1444.83
3861,3861,PayPal,2024-10-04 19:23:22,2205.0
3862,3862,Cash,2026-05-19 20:09:40,618.51
3863,3863,Cash,2025-06-15 18:57:12,618.57
3864,3864,Credit Card,2024-10-22 00:43:06,2521.52
3865,3865,Credit Card,2024-08-30 08:27:53,139.1
3866,3866,Bank Transfer,2024-09-27 18:10:32,3429.42
3867,3867,Credit Card,2025-05-27 15:18:22,949.21
3868,3868,PayPal,2024-10-30 23:34:08,2522.91
3869,3869,Cash,2025-12-01 23:21:55,2340.75
3870,3870,Cash,2024-10-29 15:22:39,1227.18
3871,3871,Credit Card,2025-11-27 02:29:18,135.67
3872,3872,Bank Transfer,2026-04-26 07:38:17,2311.32
3873,3873,Bank Transfer,2024-09-12 13:21:44,1530.68
3874,3874,Cash,2025-05-29 12:31:54,741.76
3875,3875,Bank Transfer,2025-01-08 09:09:00,878.36
3876,3876,Credit Card,2025-05-20 06:13:47,1166.58
3877,3877,Bank Transfer,2024-09-18 08:50:23,1219.19
3878,3878,Bank Transfer,2026-03-22 01:51:26,4025.82
3879,3879,PayPal,2026-05-08 02:12:11,819.48
3880,3880,Bank Transfer,2024-08-12 22:34:09,341.36
3881,3881,Bank Transfer,2026-04-04 11:27:39,92.34
3882,3882,Bank Transfer,2025-10-02 20:07:55,2024.08
3883,3883,PayPal,2025-10-21 21:46:32,1203.16
3884,3884,Credit Card,2025-05-02 15:43:06,2302.16
3885,3885,Credit Card,2026-03-30 11:02:56,4350.92
3886,3886,Credit Card,2025-05-22 16:17:46,147.16
3887,3887,Bank Transfer,2025-07-22 05:24:07,2637.03
3888,3888,PayPal,2025-06-28 23:03:49,872.97
3889,3889,Cash,2026-01-22 07:56:42,2709.6
3890,3890,Cash,2025-01-17 20:05:21,3182.1
3891,3891,Credit Card,2026-03-24 14:07:01,2428.82
3892,3892,Bank Transfer,2025-05-20 07:39:32,2812.04
3893,3893,Credit Card,2025-07-18 10:23:52,2306.88
3894,3894,PayPal,2024-12-14 09:22:56,2522.5
3895,3895,PayPal,2025-03-10 05:06:21,2367.19
3896,3896,Bank Transfer,2024-08-28 07:48:22,1587.77
3897,3897,PayPal,2024-10-13 11:58:26,3245.23
3898,3898,Bank Transfer,2025-05-18 16:33:39,108.1
3899,3899,Credit Card,2025-09-02 13:12:23,1351.16
3900,3900,Credit Card,2025-07-30 15:54:07,1499.24
3901,3901,Cash,2025-03-09 06:15:13,3210.79
3902,3902,PayPal,2026-08-03 04:26:06,1469.11
3903,3903,Credit Card,2025-11-10 23:49:07,463.54
3904,3904,Cash,2024-08-11 20:51:48,624.28
3905,3905,Bank Transfer,2025-08-30 13:07:12,671.5
3906,3906,Cash,2025-11-10 08:52:17,3168.35
3907,3907,Bank Transfer,2026-07-30 03:36:14,3426.73
3908,3908,PayPal,2025-04-19 19:35:38,908.6
3909,3909,PayPal,2025-08-19 03:54:19,3040.66
3910,3910,Bank Transfer,2026-05-26 21:22:55,441.78
3911,3911,Bank Transfer,2025-08-11 16:31:49,595.62
3912,3912,PayPal,2025-02-25 09:54:54,536.46
3913,3913,Cash,2025-10-31 19:24:43,2955.39
3914,3914,PayPal,2026-06-19 05:00:45,1109.67
3915,3915,Bank Transfer,2026-06-06 05:20:41,235.19
3916,3916,Cash,2026-02-13 11:25:42,115.92
3917,3917,PayPal,2025-12-23 17:06:45,321.04
3918,3918,Bank Transfer,2026-04-19 18:59:32,2321.55
3919,3919,Cash,2026-01-09 03:40:08,727.27
3920,3920,Cash,2025-01-13 14:08:42,506.22
3921,3921,Credit Card,2025-03-30 07:48:24,3160.18
3922,3922,Credit Card,2024-11-20 00:43:31,1096.6
3923,3923,Bank Transfer,2025-05-23 04:35:46,326.82
3924,3924,Bank Transfer,2024-09-05 10:44:16,2688.01
3925,3925,Bank Transfer,2025-09-03 17:03:33,855.23
3926,3926,Bank Transfer,2025-05-28 18:25:33,860.0
3927,3927,PayPal,2025-11-19 08:57:50,2654.92
3928,3928,Bank Transfer,2025-03-30 10:43:55,103.57
3929,3929,Cash,2025-05-29 18:58:46,3925.58
3930,3930,PayPal,2024-08-24 19:15:10,2440.14
3931,3931,Bank Transfer,2024-09-06 21:45:38,1044.71
3932,3932,Cash,2026-03-23 14:31:43,3801.38
3933,3933,Cash,2025-05-30 21:51:44,3547.05
3934,3934,PayPal,2025-09-07 20:17:57,4262.45
3935,3935,Bank Transfer,2025-12-12 02:58:40,1378.7
3936,3936,PayPal,2025-08-22 23:30:02,365.24
3937,3937,Credit Card,2025-05-09 16:20:56,1373.01
3938,3938,Bank Transfer,2025-05-14 15:44:41,2496.1
3939,3939,Credit Card,2026-05-17 11:03:25,1838.35
3940,3940,PayPal,2025-07-11 22:18:00,3853.48
3941,3941,Cash,2026-07-18 07:54:19,2294.52
3942,3942,Bank Transfer,2026-05-13 17:01:04,2500.94
3943,3943,PayPal,2026-02-06 05:20:39,705.57
3944,3944,Bank Transfer,2025-04-06 04:48:10,1253.2
3945,3945,Credit Card,2026-07-23 05:57:48,516.72
3946,3946,Cash,2025-06-13 16:48:14,1279.23
3947,3947,Credit Card,2025-11-26 16:12:24,1614.31
3948,3948,Cash,2025-05-17 18:11:25,1186.68
3949,3949,Credit Card,2024-11-01 13:25:16,1327.8
3950,3950,Cash,2025-04-01 01:56:25,1741.81
3951,3951,Credit Card,2025-09-01 05:47:29,395.2
3952,3952,Cash,2024-10-04 01:37:18,1446.15
3953,3953,Cash,2026-05-15 01:47:47,2413.96
3954,3954,PayPal,2025-10-16 18:16:34,1955.78
3955,3955,Bank Transfer,2026-07-27 08:26:40,990.92
3956,3956,Credit Card,2026-05-06 10:19:54,4140.65
3957,3957,PayPal,2025-05-28 08:03:46,3003.98
3958,3958,PayPal,2024-08-24 13:04:48,343.72
3959,3959,Bank Transfer,2026-02-20 16:04:06,1876.45
3960,3960,Credit Card,2026-06-24 02:03:31,2012.58
3961,3961,Cash,2025-11-05 19:49:37,1268.04
3962,3962,Credit Card,2025-08-13 04:55:16,3059.43
3963,3963,PayPal,2025-12-15 17:15:33,1849.03
3964,3964,Cash,2024-11-25 01:27:17,693.05
3965,3965,PayPal,2025-12-09 20:58:14,2095.07
3966,3966,Credit Card,2025-01-13 02:15:48,1107.57
3967,3967,Cash,2026-04-26 20:19:54,1938.99
3968,3968,PayPal,2024-10-18 00:06:05,1431.33
3969,3969,Bank Transfer,2025-11-21 03:51:08,227.22
3970,3970,PayPal,2025-08-27 12:15:08,2429.96
3971,3971,Cash,2024-11-19 11:18:05,237.8
3972,3972,Credit Card,2024-12-11 19:49:43,3685.2
3973,3973,PayPal,2025-10-19 16:45:11,2508.92
3974,3974,Cash,2025-07-18 20:56:14,4528.29
3975,3975,Bank Transfer,2026-02-14 02:23:55,2633.86
3976,3976,PayPal,2025-04-11 17:17:31,1805.74
3977,3977,Cash,2025-07-19 04:55:26,1291.07
3978,3978,PayPal,2026-03-08 14:48:27,2494.18
3979,3979,PayPal,2025-09-09 17:46:14,1546.25
3980,3980,Credit Card,2025-06-19 16:59:40,478.51
3981,3981,Bank Transfer,2024-08-11 03:31:15,1338.99
3982,3982,PayPal,2025-09-13 16:22:11,1308.68
3983,3983,Credit Card,2024-11-28 05:34:18,2134.16
3984,3984,PayPal,2024-12-12 17:33:26,3156.41
3985,3985,Credit Card,2025-08-18 05:40:01,431.25
3986,3986,Credit Card,2026-02-09 23:57:41,2439.24
3987,3987,Bank Transfer,2026-01-28 12:40:56,286.71
3988,3988,Credit Card,2025-05-14 19:26:29,446.55
3989,3989,Bank Transfer,2025-01-24 12:38:51,2900.54
3990,3990,Credit Card,2026-02-11 06:14:54,3436.08
3991,3991,PayPal,2025-05-14 19:29:54,1442.91
3992,3992,Credit Card,2025-05-12 16:55:35,451.85
3993,3993,Bank Transfer,2026-07-11 19:01:46,2064.01
3994,3994,PayPal,2024-08-31 21:12:50,379.15
3995,3995,Credit Card,2025-08-24 15:49:46,1039.89
3996,3996,Bank Transfer,2025-07-10 16:06:29,1655.44
3997,3997,PayPal,2026-07-17 07:30:42,944.88
3998,3998,Credit Card,2025-07-17 02:58:26,653.64
3999,3999,Credit Card,2024-10-19 04:39:13,1819.17
4000,4000,PayPal,2026-05-09 23:45:06,984.19
4001,4001,Credit Card,2025-12-27 06:22:29,194.7
4002,4002,Bank Transfer,2025-12-10 10:16:34,1382.85
4003,4003,PayPal,2025-09-25 19:51:01,1658.91
4004,4004,Cash,2025-03-11 02:00:13,1135.56
4005,4005,Credit Card,2026-04-12 02:34:55,1452.98
4006,4006,Credit Card,2025-06-13 12:36:58,2460.77
4007,4007,Bank Transfer,2024-11-30 04:26:58,1557.09
4008,4008,Cash,2025-07-01 23:34:18,1131.81
4009,4009,Credit Card,2025-04-16 15:31:49,1217.34
4010,4010,PayPal,2025-09-19 00:24:38,3093.39
4011,4011,PayPal,2026-02-25 14:38:11,1400.29
4012,4012,Cash,2026-06-09 13:17:56,2492.68
4013,4013,Bank Transfer,2024-11-20 03:53:05,1744.43
4014,4014,PayPal,2024-09-02 08:40:44,2616.55
4015,4015,Cash,2025-08-15 23:51:06,5305.96
4016,4016,PayPal,2026-05-29 18:00:07,1901.69
4017,4017,Cash,2026-04-01 17:04:27,2797.13
4018,4018,Cash,2024-08-30 14:57:52,2988.6
4019,4019,Bank Transfer,2025-11-14 19:02:51,749.9
4020,4020,Credit Card,2025-08-11 13:44:38,782.68
4021,4021,PayPal,2025-02-25 21:23:45,2136.3
4022,4022,Bank Transfer,2024-10-30 13:54:12,371.18
4023,4023,PayPal,2025-10-03 14:24:31,433.0
4024,4024,Cash,2025-12-17 06:12:05,1222.88
4025,4025,Bank Transfer,2024-08-23 02:10:28,258.9
4026,4026,Credit Card,2026-01-21 22:46:55,750.66
4027,4027,Bank Transfer,2026-01-06 16:46:04,2742.66
4028,4028,Cash,2024-09-22 22:31:03,1174.31
4029,4029,Credit Card,2024-12-09 01:09:25,2182.33
4030,4030,PayPal,2025-03-05 09:49:43,3083.41
4031,4031,Cash,2025-02-19 00:46:17,2536.73
4032,4032,Credit Card,2024-11-04 15:56:07,3845.01
4033,4033,Credit Card,2025-08-16 08:06:57,1961.64
4034,4034,PayPal,2025-07-14 05:42:18,3091.28
4035,4035,Bank Transfer,2025-03-11 18:55:25,50.91
4036,4036,PayPal,2026-03-02 05:50:31,4640.7
4037,4037,Cash,2025-05-19 12:05:59,393.81
4038,4038,Bank Transfer,2026-05-07 23:02:23,2461.32
4039,4039,Credit Card,2026-02-04 02:00:00,2084.62
4040,4040,Credit Card,2024-08-07 05:29:14,67.25
4041,4041,PayPal,2026-02-23 19:41:34,4218.06
4042,4042,Credit Card,2024-08-24 19:15:47,3011.44
4043,4043,Credit Card,2026-04-22 00:58:17,152.81
4044,4044,Bank Transfer,2026-01-22 06:49:55,1174.71
4045,4045,Bank Transfer,2025-10-02 23:10:15,3221.13
4046,4046,Credit Card,2025-04-30 22:43:10,417.69
4047,4047,PayPal,2024-10-15 15:17:48,1600.58
4048,4048,Cash,2025-02-11 22:52:18,2747.89
4049,4049,Credit Card,2025-09-03 05:46:46,3682.35
4050,4050,PayPal,2024-11-17 19:34:31,977.15
4051,4051,Credit Card,2025-09-20 19:20:48,547.78
4052,4052,Credit Card,2026-07-10 01:50:31,1981.16
4053,4053,Bank Transfer,2025-04-30 03:40:09,593.8
4054,4054,PayPal,2026-06-28 21:34:07,1408.07
4055,4055,Bank Transfer,2024-10-31 14:23:01,2748.12
4056,4056,Bank Transfer,2025-06-17 18:33:44,1844.79
4057,4057,Cash,2026-01-29 13:33:40,1436.82
4058,4058,PayPal,2025-05-05 06:05:20,4283.44
4059,4059,Credit Card,2024-10-21 17:06:34,2312.61
4060,4060,Bank Transfer,2024-11-06 18:11:33,1636.84
4061,4061,Bank Transfer,2026-06-17 04:18:46,1071.64
4062,4062,Bank Transfer,2025-05-14 07:41:41,1385.52
4063,4063,Credit Card,2025-08-16 00:38:36,750.68
4064,4064,Credit Card,2026-01-04 09:57:56,4766.28
4065,4065,Cash,2025-10-11 07:22:37,2788.22
4066,4066,Cash,2024-08-14 04:44:55,1167.0
4067,4067,Bank Transfer,2025-10-09 22:42:41,2224.0
4068,4068,Cash,2024-11-20 15:00:49,2593.5
4069,4069,Bank Transfer,2025-08-29 23:16:40,1793.9
4070,4070,Credit Card,2026-03-05 17:53:51,797.16
4071,4071,Cash,2025-06-01 08:44:38,462.02
4072,4072,PayPal,2026-05-22 08:02:34,1397.97
4073,4073,PayPal,2026-03-25 04:30:40,1658.25
4074,4074,Credit Card,2025-06-06 04:12:29,2202.75
4075,4075,Cash,2026-02-18 00:47:44,1970.78
4076,4076,PayPal,2026-07-15 13:03:37,881.55
4077,4077,Bank Transfer,2026-07-24 04:23:36,1114.99
4078,4078,Bank Transfer,2025-11-04 13:29:28,128.08
4079,4079,Bank Transfer,2025-07-23 11:00:09,2628.35
4080,4080,Cash,2025-06-15 23:41:00,2180.56
4081,4081,Credit Card,2026-02-26 03:34:20,3154.22
4082,4082,Credit Card,2024-10-20 16:12:22,2244.57
4083,4083,Bank Transfer,2026-05-20 00:04:15,240.88
4084,4084,Bank Transfer,2025-08-28 11:51:40,167.56
4085,4085,PayPal,2026-04-10 10:01:38,435.3
4086,4086,Bank Transfer,2024-10-10 09:54:24,1907.92
4087,4087,Bank Transfer,2025-04-03 09:20:51,752.89
4088,4088,Credit Card,2025-06-22 18:17:02,1881.91
4089,4089,Credit Card,2025-01-13 02:14:42,1346.31
4090,4090,Cash,2025-08-01 08:57:25,1804.97
4091,4091,Bank Transfer,2026-03-20 20:11:41,160.56
4092,4092,PayPal,2024-09-09 13:29:28,4412.09
4093,4093,Cash,2024-12-18 13:42:54,1060.73
4094,4094,Credit Card,2025-08-09 02:21:41,358.2
4095,4095,Cash,2024-10-30 11:57:55,1706.4
4096,4096,PayPal,2025-05-18 17:37:17,952.85
4097,4097,PayPal,2024-08-15 00:35:03,1436.46
4098,4098,PayPal,2026-02-18 11:25:02,2280.87
4099,4099,PayPal,2025-08-03 00:23:35,1164.44
4100,4100,Cash,2025-09-18 09:52:33,129.45
4101,4101,Bank Transfer,2025-11-20 17:54:03,3545.76
4102,4102,PayPal,2025-10-10 23:11:48,587.01
4103,4103,Credit Card,2024-10-26 01:22:00,3013.45
4104,4104,Cash,2024-09-16 17:53:05,1701.88
4105,4105,Cash,2024-11-29 23:02:00,990.6
4106,4106,Credit Card,2025-01-20 18:18:29,1557.32
4107,4107,PayPal,2025-05-28 19:11:42,404.53
4108,4108,PayPal,2024-12-04 03:40:33,779.1
4109,4109,Credit Card,2025-03-22 02:19:23,204.87
4110,4110,Credit Card,2025-02-20 12:23:45,643.04
4111,4111,Credit Card,2024-10-03 03:01:26,2367.42
4112,4112,Cash,2025-04-11 07:30:03,4014.91
4113,4113,Credit Card,2026-06-02 14:37:55,1334.23
4114,4114,Bank Transfer,2025-12-01 01:09:29,2392.83
4115,4115,Cash,2024-10-01 04:00:58,860.7
4116,4116,Cash,2025-06-25 03:17:34,3677.17
4117,4117,PayPal,2025-02-20 05:29:59,1426.02
4118,4118,Bank Transfer,2025-11-05 13:26:47,408.92
4119,4119,PayPal,2025-04-12 16:34:37,4761.02
4120,4120,Bank Transfer,2025-09-20 19:25:08,2397.23
4121,4121,Bank Transfer,2025-11-08 07:34:16,2571.89
4122,4122,Cash,2026-01-06 21:52:54,1856.25
4123,4123,Credit Card,2026-06-02 12:43:07,2448.86
4124,4124,Bank Transfer,2026-05-20 15:43:18,1462.52
4125,4125,PayPal,2026-06-28 11:27:00,1943.54
